## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT 03_addRG/bam/APOE_3M_24.FCHJKY5BBXX_L4_IATTCCT.bam --OUTPUT 04_markDuplicates/bam/APOE_3M_24.FCHJKY5BBXX_L4_IATTCCT.bam --METRICS_FILE 04_markDuplicates/metrics/APOE_3M_24.FCHJKY5BBXX_L4_IATTCCT.tsv --DUPLICATE_SCORING_STRATEGY RANDOM --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Oct 11 14:40:53 ACDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	51074505	13868936	0	0	18910078	681806	0.370245	51585857

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.007928	26931321	0	27303459
2.0	1.382418	3838117	550278	3563284
3.0	1.521558	699271	26608	628266
4.0	1.573254	208917	5922	193420
5.0	1.592462	98903	2750	94523
6.0	1.599598	59929	1476	58305
7.0	1.602249	41568	886	40613
8.0	1.603235	30976	584	30455
9.0	1.603601	24342	404	24020
10.0	1.603737	19728	318	19417
11.0	1.603787	16493	225	16158
12.0	1.603806	13726	178	13607
13.0	1.603813	11895	124	11828
14.0	1.603816	10412	117	10252
15.0	1.603816	9203	79	9075
16.0	1.603817	8265	79	8168
17.0	1.603817	7413	72	7337
18.0	1.603817	6552	52	6513
19.0	1.603817	6045	47	5906
20.0	1.603817	5609	42	5537
21.0	1.603817	4925	34	4762
22.0	1.603817	4519	22	4636
23.0	1.603817	4285	22	4252
24.0	1.603817	3963	28	3903
25.0	1.603817	3651	26	3583
26.0	1.603817	3398	25	3311
27.0	1.603817	3191	23	3172
28.0	1.603817	3005	21	2957
29.0	1.603817	2801	11	2804
30.0	1.603817	2642	11	2630
31.0	1.603817	2486	8	2438
32.0	1.603817	2267	7	2229
33.0	1.603817	2244	4	2223
34.0	1.603817	2078	7	2075
35.0	1.603817	1951	8	1901
36.0	1.603817	1863	13	1871
37.0	1.603817	1797	6	1743
38.0	1.603817	1667	4	1620
39.0	1.603817	1637	4	1638
40.0	1.603817	1520	2	1465
41.0	1.603817	1452	1	1462
42.0	1.603817	1412	2	1393
43.0	1.603817	1303	3	1295
44.0	1.603817	1293	2	1285
45.0	1.603817	1198	3	1204
46.0	1.603817	1211	3	1207
47.0	1.603817	1192	2	1116
48.0	1.603817	1073	4	1046
49.0	1.603817	1060	2	1090
50.0	1.603817	1001	1	1001
51.0	1.603817	960	0	921
52.0	1.603817	994	0	936
53.0	1.603817	868	3	949
54.0	1.603817	901	0	866
55.0	1.603817	843	2	817
56.0	1.603817	863	1	841
57.0	1.603817	761	1	822
58.0	1.603817	808	3	770
59.0	1.603817	734	4	735
60.0	1.603817	737	1	680
61.0	1.603817	674	0	655
62.0	1.603817	645	0	652
63.0	1.603817	635	0	663
64.0	1.603817	664	1	642
65.0	1.603817	626	1	663
66.0	1.603817	633	1	618
67.0	1.603817	612	0	586
68.0	1.603817	580	1	549
69.0	1.603817	579	2	536
70.0	1.603817	500	2	545
71.0	1.603817	519	1	497
72.0	1.603817	489	0	502
73.0	1.603817	527	0	490
74.0	1.603817	468	0	491
75.0	1.603817	526	1	483
76.0	1.603817	451	0	441
77.0	1.603817	433	0	446
78.0	1.603817	415	0	426
79.0	1.603817	403	0	382
80.0	1.603817	430	1	440
81.0	1.603817	401	0	403
82.0	1.603817	411	0	381
83.0	1.603817	395	1	372
84.0	1.603817	360	0	368
85.0	1.603817	373	1	352
86.0	1.603817	331	0	347
87.0	1.603817	358	1	343
88.0	1.603817	323	1	347
89.0	1.603817	343	2	319
90.0	1.603817	330	1	331
91.0	1.603817	324	0	305
92.0	1.603817	300	0	282
93.0	1.603817	304	0	311
94.0	1.603817	289	0	308
95.0	1.603817	305	1	302
96.0	1.603817	296	0	273
97.0	1.603817	268	0	256
98.0	1.603817	264	0	271
99.0	1.603817	278	1	268
100.0	1.603817	269	1	258
101.0	0	243	0	255
102.0	0	280	0	270
103.0	0	228	1	247
104.0	0	243	0	219
105.0	0	231	0	219
106.0	0	215	0	233
107.0	0	224	2	202
108.0	0	233	0	258
109.0	0	247	1	216
110.0	0	213	0	211
111.0	0	191	0	215
112.0	0	220	0	205
113.0	0	201	0	186
114.0	0	217	0	204
115.0	0	171	0	203
116.0	0	182	1	199
117.0	0	211	0	187
118.0	0	200	0	182
119.0	0	198	1	188
120.0	0	192	0	168
121.0	0	156	0	163
122.0	0	144	0	160
123.0	0	192	0	194
124.0	0	170	0	178
125.0	0	184	1	154
126.0	0	162	0	181
127.0	0	151	0	157
128.0	0	159	0	175
129.0	0	168	0	140
130.0	0	160	0	144
131.0	0	140	0	155
132.0	0	156	0	142
133.0	0	128	0	139
134.0	0	140	0	139
135.0	0	161	0	141
136.0	0	139	0	130
137.0	0	135	0	132
138.0	0	129	1	139
139.0	0	146	0	133
140.0	0	144	0	136
141.0	0	107	0	125
142.0	0	127	0	110
143.0	0	120	0	107
144.0	0	122	0	115
145.0	0	98	0	132
146.0	0	117	0	93
147.0	0	112	0	115
148.0	0	118	0	131
149.0	0	118	0	119
150.0	0	125	0	103
151.0	0	96	1	102
152.0	0	113	0	112
153.0	0	94	0	104
154.0	0	135	0	115
155.0	0	108	0	107
156.0	0	103	0	99
157.0	0	101	0	91
158.0	0	81	0	99
159.0	0	98	0	92
160.0	0	115	0	111
161.0	0	106	0	99
162.0	0	90	0	91
163.0	0	88	0	92
164.0	0	98	0	102
165.0	0	92	0	88
166.0	0	88	0	81
167.0	0	101	0	87
168.0	0	81	0	94
169.0	0	79	0	100
170.0	0	87	0	70
171.0	0	85	0	105
172.0	0	99	0	89
173.0	0	78	0	71
174.0	0	91	0	81
175.0	0	83	0	67
176.0	0	84	1	88
177.0	0	62	0	84
178.0	0	84	1	77
179.0	0	79	0	75
180.0	0	90	0	84
181.0	0	81	0	80
182.0	0	82	0	76
183.0	0	72	0	85
184.0	0	71	1	79
185.0	0	82	0	74
186.0	0	80	0	88
187.0	0	76	0	73
188.0	0	79	0	61
189.0	0	75	0	63
190.0	0	59	0	71
191.0	0	69	0	68
192.0	0	67	0	68
193.0	0	57	0	70
194.0	0	66	0	63
195.0	0	69	0	50
196.0	0	63	1	79
197.0	0	72	0	67
198.0	0	65	1	63
199.0	0	57	0	56
200.0	0	72	0	60
201.0	0	74	0	70
202.0	0	65	0	72
203.0	0	55	0	70
204.0	0	65	0	78
205.0	0	79	0	65
206.0	0	55	0	60
207.0	0	67	0	64
208.0	0	67	0	66
209.0	0	73	0	54
210.0	0	48	0	54
211.0	0	60	0	54
212.0	0	54	0	64
213.0	0	51	0	49
214.0	0	63	0	56
215.0	0	63	0	44
216.0	0	64	0	54
217.0	0	47	0	60
218.0	0	50	0	43
219.0	0	46	0	45
220.0	0	50	0	50
221.0	0	46	0	62
222.0	0	53	0	47
223.0	0	51	0	34
224.0	0	35	0	35
225.0	0	43	0	50
226.0	0	44	0	50
227.0	0	41	0	46
228.0	0	53	0	53
229.0	0	51	0	37
230.0	0	42	0	40
231.0	0	48	0	61
232.0	0	43	0	46
233.0	0	40	0	46
234.0	0	63	0	52
235.0	0	39	1	41
236.0	0	46	0	49
237.0	0	48	0	31
238.0	0	39	0	36
239.0	0	40	0	47
240.0	0	34	0	28
241.0	0	43	0	39
242.0	0	36	0	49
243.0	0	41	0	36
244.0	0	34	0	35
245.0	0	48	0	42
246.0	0	32	0	33
247.0	0	45	0	43
248.0	0	45	0	29
249.0	0	28	0	31
250.0	0	31	0	42
251.0	0	39	0	33
252.0	0	39	0	32
253.0	0	25	0	30
254.0	0	37	0	34
255.0	0	35	0	29
256.0	0	32	0	27
257.0	0	27	0	53
258.0	0	32	0	38
259.0	0	39	0	38
260.0	0	42	0	40
261.0	0	37	0	41
262.0	0	39	0	46
263.0	0	40	0	34
264.0	0	33	0	28
265.0	0	42	0	34
266.0	0	39	0	37
267.0	0	35	0	28
268.0	0	33	0	39
269.0	0	35	0	36
270.0	0	35	0	36
271.0	0	34	0	28
272.0	0	25	0	34
273.0	0	33	0	24
274.0	0	24	0	24
275.0	0	37	0	33
276.0	0	35	0	33
277.0	0	26	0	22
278.0	0	31	0	37
