## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT 03_addRG/bam/APOE_3M_9.FCHJKY5BBXX_L2_ICGTACG.bam --OUTPUT 04_markDuplicates/bam/APOE_3M_9.FCHJKY5BBXX_L2_ICGTACG.bam --METRICS_FILE 04_markDuplicates/metrics/APOE_3M_9.FCHJKY5BBXX_L2_ICGTACG.tsv --DUPLICATE_SCORING_STRATEGY RANDOM --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Oct 11 14:37:24 ACDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	46796728	12764820	0	0	17751345	442624	0.379329	45399179

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005463	25268706	0	25518453
2.0	1.364139	2755777	357401	2550943
3.0	1.492088	440476	14847	406627
4.0	1.537731	143715	4070	137851
5.0	1.554014	75226	1892	73639
6.0	1.559822	49284	1013	48506
7.0	1.561894	35696	652	35275
8.0	1.562633	27334	415	27063
9.0	1.562897	22115	299	21803
10.0	1.562991	18162	222	18069
11.0	1.563024	15316	135	15161
12.0	1.563036	13058	129	12920
13.0	1.563041	11287	103	11252
14.0	1.563042	9972	74	9917
15.0	1.563043	8725	53	8703
16.0	1.563043	7802	47	7700
17.0	1.563043	7088	42	7069
18.0	1.563043	6482	42	6361
19.0	1.563043	5799	26	5803
20.0	1.563043	5475	39	5433
21.0	1.563043	4982	25	4929
22.0	1.563043	4455	18	4446
23.0	1.563043	4246	12	4179
24.0	1.563043	3876	19	3796
25.0	1.563043	3580	10	3562
26.0	1.563043	3264	5	3282
27.0	1.563043	3116	4	3062
28.0	1.563043	2890	14	2890
29.0	1.563043	2854	11	2812
30.0	1.563043	2645	9	2607
31.0	1.563043	2423	8	2466
32.0	1.563043	2352	12	2314
33.0	1.563043	2158	7	2094
34.0	1.563043	2006	4	2038
35.0	1.563043	2024	3	2014
36.0	1.563043	1891	4	1871
37.0	1.563043	1770	2	1721
38.0	1.563043	1690	5	1689
39.0	1.563043	1615	3	1567
40.0	1.563043	1526	2	1561
41.0	1.563043	1455	3	1449
42.0	1.563043	1466	3	1435
43.0	1.563043	1368	2	1368
44.0	1.563043	1279	1	1285
45.0	1.563043	1303	1	1261
46.0	1.563043	1146	1	1142
47.0	1.563043	1169	0	1191
48.0	1.563043	1103	6	1094
49.0	1.563043	1137	2	1090
50.0	1.563043	1064	2	1040
51.0	1.563043	937	2	961
52.0	1.563043	974	2	950
53.0	1.563043	932	0	929
54.0	1.563043	882	1	877
55.0	1.563043	874	1	892
56.0	1.563043	912	2	919
57.0	1.563043	816	0	792
58.0	1.563043	842	0	790
59.0	1.563043	740	0	739
60.0	1.563043	716	0	731
61.0	1.563043	718	0	700
62.0	1.563043	658	3	678
63.0	1.563043	665	0	647
64.0	1.563043	625	1	675
