## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT 03_addRG/bam/APOE_3M_21.FCHJKY5BBXX_L4_ICGTACG.bam --OUTPUT 04_markDuplicates/bam/APOE_3M_21.FCHJKY5BBXX_L4_ICGTACG.bam --METRICS_FILE 04_markDuplicates/metrics/APOE_3M_21.FCHJKY5BBXX_L4_ICGTACG.tsv --DUPLICATE_SCORING_STRATEGY RANDOM --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Oct 11 14:44:09 ACDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	60427796	13715054	0	0	17859241	766665	0.295547	83105701

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.008745	36122638	0	36597133
2.0	1.49627	4765425	669768	4403396
3.0	1.73189	864376	25273	782244
4.0	1.845765	269319	4340	251814
5.0	1.900801	128377	1724	123402
6.0	1.9274	76242	910	73962
7.0	1.940255	51553	587	50484
8.0	1.946468	37635	353	36903
9.0	1.949471	28661	255	28162
10.0	1.950922	22819	192	22448
11.0	1.951623	18479	142	18139
12.0	1.951962	15444	91	15176
13.0	1.952126	12966	86	12783
14.0	1.952205	11278	47	11175
15.0	1.952243	9754	41	9589
16.0	1.952262	8474	32	8302
17.0	1.952271	7567	31	7525
18.0	1.952275	6742	24	6664
19.0	1.952277	5997	26	5913
20.0	1.952278	5501	24	5441
21.0	1.952279	5020	12	4935
22.0	1.952279	4447	11	4380
23.0	1.952279	4094	10	3987
24.0	1.952279	3733	4	3756
25.0	1.952279	3488	11	3389
26.0	1.952279	3263	11	3278
27.0	1.952279	3056	3	3005
28.0	1.952279	2742	15	2680
29.0	1.952279	2674	3	2630
30.0	1.952279	2431	3	2365
31.0	1.952279	2170	8	2200
32.0	1.952279	2087	2	2067
33.0	1.952279	1985	4	1919
34.0	1.952279	1852	5	1917
35.0	1.952279	1911	4	1800
36.0	1.952279	1712	4	1702
37.0	1.952279	1604	3	1645
38.0	1.952279	1605	1	1593
39.0	1.952279	1453	2	1414
40.0	1.952279	1428	2	1380
41.0	1.952279	1343	0	1316
42.0	1.952279	1265	2	1263
43.0	1.952279	1245	2	1210
44.0	1.952279	1099	2	1109
45.0	1.952279	1080	0	1072
46.0	1.952279	1032	1	999
47.0	1.952279	991	3	971
48.0	1.952279	935	0	916
49.0	1.952279	888	0	843
50.0	1.952279	826	1	879
51.0	1.952279	831	1	785
52.0	1.952279	802	1	791
53.0	1.952279	740	1	712
54.0	1.952279	725	2	747
55.0	1.952279	718	1	694
56.0	1.952279	686	0	680
57.0	1.952279	646	0	655
58.0	1.952279	646	0	636
59.0	1.952279	608	1	566
60.0	1.952279	594	0	592
61.0	1.952279	593	1	578
62.0	1.952279	511	0	529
63.0	1.952279	544	1	515
64.0	1.952279	497	0	484
65.0	1.952279	469	0	456
