## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/03_addRG/bam/APOE_3M_42.FCHJKY5BBXX_L7_IGGCTAC.bam --OUTPUT results/04_markDuplicates/bam/APOE_3M_42.FCHJKY5BBXX_L7_IGGCTAC.bam --METRICS_FILE results/04_markDuplicates/metrics/APOE_3M_42.FCHJKY5BBXX_L7_IGGCTAC.tsv --DUPLICATE_SCORING_STRATEGY RANDOM --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jan 30 19:02:25 ACDT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	59508439	15475208	0	0	21127939	574989	0.355041	63427163

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005889	31642256	0	31954347
2.0	1.399519	4918342	488921	4700165
3.0	1.553556	955890	20423	889067
4.0	1.613834	282683	4080	266113
5.0	1.637423	127651	1620	123308
6.0	1.646654	75970	847	74189
7.0	1.650266	51674	553	50654
8.0	1.651679	38024	330	37661
9.0	1.652233	29441	220	28953
10.0	1.652449	23585	182	23358
11.0	1.652534	19413	129	19190
12.0	1.652567	16531	104	16374
13.0	1.65258	14183	71	14054
14.0	1.652585	12128	66	12007
15.0	1.652587	10883	40	10788
16.0	1.652588	9565	40	9491
17.0	1.652588	8353	32	8219
18.0	1.652588	7539	22	7502
19.0	1.652588	6974	28	6919
20.0	1.652588	6288	26	6251
21.0	1.652588	5836	14	5683
22.0	1.652588	5137	14	5217
23.0	1.652588	4844	8	4797
24.0	1.652588	4418	7	4390
25.0	1.652588	4172	9	4123
26.0	1.652588	3828	4	3721
27.0	1.652588	3598	5	3587
28.0	1.652588	3339	6	3341
29.0	1.652588	3101	12	3096
30.0	1.652588	2902	4	2876
31.0	1.652588	2751	8	2676
32.0	1.652588	2519	1	2510
33.0	1.652588	2482	7	2454
34.0	1.652588	2289	2	2249
35.0	1.652588	2118	0	2107
36.0	1.652588	2056	2	2006
37.0	1.652588	1921	2	1931
38.0	1.652588	1876	0	1859
39.0	1.652588	1708	1	1711
40.0	1.652588	1683	2	1647
41.0	1.652588	1583	1	1591
42.0	1.652588	1501	5	1442
43.0	1.652588	1434	0	1428
44.0	1.652588	1407	0	1402
45.0	1.652588	1344	1	1335
46.0	1.652588	1272	3	1254
47.0	1.652588	1226	1	1180
48.0	1.652588	1155	1	1172
49.0	1.652588	1101	3	1095
50.0	1.652588	1059	0	1061
51.0	1.652588	1011	0	987
52.0	1.652588	1001	0	970
53.0	1.652588	929	2	915
54.0	1.652588	877	1	885
55.0	1.652588	825	1	859
56.0	1.652588	897	0	876
57.0	1.652588	820	0	813
58.0	1.652588	802	1	820
59.0	1.652588	796	2	753
60.0	1.652588	717	2	747
61.0	1.652588	758	0	743
62.0	1.652588	723	0	694
63.0	1.652588	705	0	657
64.0	1.652588	681	0	692
65.0	1.652588	633	1	635
66.0	1.652588	627	2	625
67.0	1.652588	604	2	620
68.0	1.652588	558	1	554
69.0	1.652588	559	1	502
70.0	1.652588	540	1	575
71.0	1.652588	570	1	548
72.0	1.652588	521	0	512
73.0	1.652588	498	0	499
74.0	1.652588	475	0	478
75.0	1.652588	460	0	469
76.0	1.652588	488	0	483
