## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/03_addRG/bam/APOE_3M_25.FCHJKY5BBXX_L5_IATCACG.bam --OUTPUT results/04_markDuplicates/bam/APOE_3M_25.FCHJKY5BBXX_L5_IATCACG.bam --METRICS_FILE results/04_markDuplicates/metrics/APOE_3M_25.FCHJKY5BBXX_L5_IATCACG.tsv --DUPLICATE_SCORING_STRATEGY RANDOM --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jan 30 18:47:26 ACDT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	47100278	12798402	0	0	17187775	446799	0.364919	48289051

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005658	25291702	0	25534566
2.0	1.38484	3394659	369011	3219084
3.0	1.527809	606219	17921	556975
4.0	1.581716	177675	3668	166565
5.0	1.602041	84690	1498	81808
6.0	1.609705	52735	878	51570
7.0	1.612594	36954	486	36507
8.0	1.613684	28079	315	27857
9.0	1.614095	22322	232	22020
10.0	1.61425	18225	162	18027
11.0	1.614308	15349	96	15227
12.0	1.61433	13090	65	12977
13.0	1.614338	11180	66	11064
14.0	1.614341	9847	45	9730
15.0	1.614343	8671	42	8647
16.0	1.614343	7682	50	7591
17.0	1.614343	6795	22	6735
18.0	1.614343	6217	27	6235
19.0	1.614343	5790	21	5699
20.0	1.614343	5132	16	5103
21.0	1.614343	4844	18	4782
22.0	1.614343	4311	14	4269
23.0	1.614343	4138	8	4100
24.0	1.614343	3775	14	3793
25.0	1.614343	3556	5	3525
26.0	1.614343	3194	10	3145
27.0	1.614343	3014	7	2932
28.0	1.614343	2809	3	2841
29.0	1.614343	2651	8	2667
30.0	1.614343	2524	8	2496
31.0	1.614343	2300	2	2283
32.0	1.614343	2251	5	2197
33.0	1.614343	2083	2	2040
34.0	1.614343	1899	0	1923
35.0	1.614343	1900	2	1902
36.0	1.614343	1805	3	1758
37.0	1.614343	1640	0	1631
38.0	1.614343	1545	1	1530
39.0	1.614343	1556	1	1589
40.0	1.614343	1456	4	1373
41.0	1.614343	1398	0	1404
42.0	1.614343	1336	0	1372
43.0	1.614343	1336	3	1291
44.0	1.614343	1202	1	1171
45.0	1.614343	1166	0	1150
46.0	1.614343	1090	2	1130
47.0	1.614343	1090	2	1056
48.0	1.614343	1064	2	1074
49.0	1.614343	1094	1	1069
50.0	1.614343	950	3	972
51.0	1.614343	957	1	907
52.0	1.614343	836	0	838
53.0	1.614343	854	1	867
54.0	1.614343	829	0	820
55.0	1.614343	783	2	745
56.0	1.614343	789	0	802
57.0	1.614343	747	0	755
58.0	1.614343	709	1	694
59.0	1.614343	702	1	680
60.0	1.614343	664	1	665
61.0	1.614343	634	0	683
62.0	1.614343	693	0	660
63.0	1.614343	644	1	617
64.0	1.614343	596	0	614
