## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/03_addRG/bam/APOE_3M_18.FCHJKY5BBXX_L3_IGGCTAC.bam --OUTPUT results/04_markDuplicates/bam/APOE_3M_18.FCHJKY5BBXX_L3_IGGCTAC.bam --METRICS_FILE results/04_markDuplicates/metrics/APOE_3M_18.FCHJKY5BBXX_L3_IGGCTAC.tsv --DUPLICATE_SCORING_STRATEGY RANDOM --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 25 15:41:40 ACDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	57167825	13991612	0	0	19001646	516477	0.332384	66668527

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.005763	32131541	0	32428719
2.0	1.432432	4471909	444953	4254034
3.0	1.613435	803808	17149	745113
4.0	1.690221	237089	3335	224809
5.0	1.722796	110939	1470	107401
6.0	1.736614	66957	748	65819
7.0	1.742477	46164	430	45487
8.0	1.744964	34365	284	33913
9.0	1.746019	27058	193	26761
10.0	1.746466	21703	126	21397
11.0	1.746656	17936	72	17812
12.0	1.746737	14968	72	14847
13.0	1.746771	13043	48	12891
14.0	1.746785	11065	53	10925
15.0	1.746791	9817	38	9807
16.0	1.746794	8815	28	8686
17.0	1.746795	7710	32	7649
18.0	1.746796	6942	22	6900
19.0	1.746796	6460	9	6411
20.0	1.746796	5555	11	5469
21.0	1.746796	5175	18	5149
22.0	1.746796	4791	16	4758
23.0	1.746796	4417	11	4366
24.0	1.746796	4051	5	4019
25.0	1.746796	3806	3	3739
26.0	1.746796	3345	4	3380
27.0	1.746796	3202	4	3147
28.0	1.746796	3035	4	3023
29.0	1.746796	2832	8	2836
30.0	1.746796	2791	8	2723
31.0	1.746796	2516	4	2463
32.0	1.746796	2216	6	2228
33.0	1.746796	2219	4	2196
34.0	1.746796	2088	2	2129
35.0	1.746796	2006	2	1909
36.0	1.746796	1819	1	1861
37.0	1.746796	1841	2	1816
38.0	1.746796	1749	2	1717
39.0	1.746796	1585	2	1632
40.0	1.746796	1560	1	1470
41.0	1.746796	1404	1	1450
42.0	1.746796	1407	4	1371
43.0	1.746796	1280	3	1263
44.0	1.746796	1281	1	1274
45.0	1.746796	1217	1	1198
46.0	1.746796	1148	1	1139
47.0	1.746796	1056	2	1064
48.0	1.746796	1097	0	1066
49.0	1.746796	1011	1	965
50.0	1.746796	936	2	959
51.0	1.746796	942	1	939
52.0	1.746796	922	0	934
53.0	1.746796	885	0	891
54.0	1.746796	903	3	846
55.0	1.746796	795	1	809
56.0	1.746796	812	0	827
57.0	1.746796	737	1	716
58.0	1.746796	788	1	770
59.0	1.746796	711	1	707
60.0	1.746796	697	0	689
61.0	1.746796	675	2	666
62.0	1.746796	679	0	644
63.0	1.746796	586	1	606
64.0	1.746796	631	0	627
65.0	1.746796	582	1	551
