## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/03_addRG/bam/APOE_3M_33.FCHJKY5BBXX_L6_ICGTACG.bam --OUTPUT results/04_markDuplicates/bam/APOE_3M_33.FCHJKY5BBXX_L6_ICGTACG.bam --METRICS_FILE results/04_markDuplicates/metrics/APOE_3M_33.FCHJKY5BBXX_L6_ICGTACG.tsv --DUPLICATE_SCORING_STRATEGY RANDOM --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 25 05:10:46 GMT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	49893058	12689130	0	0	16958114	599794	0.339889	56720683

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.007597	28130877	0	28477548
2.0	1.425686	3546363	497628	3282096
3.0	1.599168	615473	22136	554151
4.0	1.671151	186798	4620	174508
5.0	1.70102	90877	2015	87350
6.0	1.713414	56410	1061	55257
7.0	1.718556	39506	633	38811
8.0	1.72069	30080	405	29517
9.0	1.721576	23534	304	23258
10.0	1.721943	18781	222	18439
11.0	1.722096	15514	194	15379
12.0	1.722159	13477	113	13338
13.0	1.722185	11583	96	11424
14.0	1.722196	10010	96	9929
15.0	1.722201	8852	68	8682
16.0	1.722202	7553	61	7550
17.0	1.722203	6959	43	6961
18.0	1.722203	6486	36	6282
19.0	1.722204	5595	29	5584
20.0	1.722204	5219	33	5137
21.0	1.722204	4647	25	4597
22.0	1.722204	4329	27	4232
23.0	1.722204	3955	16	3898
24.0	1.722204	3691	13	3716
25.0	1.722204	3480	11	3410
26.0	1.722204	3153	11	3080
27.0	1.722204	2915	10	2956
28.0	1.722204	2825	8	2840
29.0	1.722204	2626	15	2526
30.0	1.722204	2375	5	2363
31.0	1.722204	2273	8	2212
32.0	1.722204	2095	2	2053
33.0	1.722204	1985	4	1984
34.0	1.722204	1874	2	1850
35.0	1.722204	1785	6	1781
36.0	1.722204	1791	5	1769
37.0	1.722204	1610	3	1616
38.0	1.722204	1537	5	1506
39.0	1.722204	1445	1	1461
40.0	1.722204	1435	1	1440
41.0	1.722204	1394	2	1352
42.0	1.722204	1284	2	1217
43.0	1.722204	1221	2	1224
44.0	1.722204	1209	4	1228
45.0	1.722204	1210	2	1166
46.0	1.722204	1076	2	1086
47.0	1.722204	1040	3	1018
48.0	1.722204	1044	1	1032
49.0	1.722204	924	1	898
50.0	1.722204	894	3	891
51.0	1.722204	883	0	902
52.0	1.722204	837	1	780
53.0	1.722204	797	0	807
54.0	1.722204	792	1	794
55.0	1.722204	765	4	741
56.0	1.722204	742	2	751
57.0	1.722204	707	0	681
58.0	1.722204	686	1	721
59.0	1.722204	667	1	652
60.0	1.722204	614	0	614
61.0	1.722204	670	1	625
62.0	1.722204	606	0	613
63.0	1.722204	573	0	605
64.0	1.722204	646	0	615
65.0	1.722204	537	0	540
66.0	1.722204	574	2	562
67.0	1.722204	546	2	546
68.0	1.722204	502	1	441
69.0	1.722204	476	0	503
